Ingreso,Ingreso específico,Valor,Código de entidad,Código de sector,Sector,Entidad,Año
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,350500000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,8460000000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1375600000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,27426490000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,2529800000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,2810000000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,22729000000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,6466872817.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,2487000000.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,913390720.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,5000000.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,400490000.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,374993939.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,414700000.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,99506142000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,6000000000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,8600000000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",51761076000.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,28144360000.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,4067334434.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1545000100.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,807277000.0,3505,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,20866900000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",15840100000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,69106100000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,137547642000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,204820201000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,1827399701000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,14000000000.0,3708,37,Interior,Unidad nacional de protección - unp,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,50562900000.0,3801,38,Empleo público,Comisión nacional del servicio civil,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,5580000000.0,3801,38,Empleo público,Comisión nacional del servicio civil,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,42640000000.0,4104,41,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1000000000.0,4105,41,Inclusión social y reconciliación,Centro de memoria histórica,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,906708000.0,4105,41,Inclusión social y reconciliación,Centro de memoria histórica,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,747817723.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,221048861486.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2013
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,3476011154637.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2013
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACION,102131545000000.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACION,559895000000.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,13591131876227.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,897015476169.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,9295334207774.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,30500000000000.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,7225980122859.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,520898634553.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,238669900896.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RENTAS PARAFISCALES,1289072421732.0,,,Nación,Nación,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",FONDOS ESPECIALES,21766888689764.0,,,Nación,Nación,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,13309000000.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,8220000000.0,303,3,Planeación,Unidad administrativa especial  - agencia nacional de contratación pública - colombia compra eficiente,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",96562000000.0,324,3,Planeación,Superintendencia de servicios públicos domiciliarios,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,25629000000.0,324,3,Planeación,Superintendencia de servicios públicos domiciliarios,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,11226000000.0,402,4,Información estadística,Fondo rotatorio del dane,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,5000000.0,402,4,Información estadística,Fondo rotatorio del dane,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1968000000.0,402,4,Información estadística,Fondo rotatorio del dane,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,46430000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",25000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,123000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,556000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,20281531000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,40824584000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,91500826000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,53783500000.0,602,6,Nación,Nación,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,156755000000.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,11417000000.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",12040000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,116000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,611000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,10045000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",564572252160.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3064082519.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,64866859002.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,85198870759.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,21400000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,112433000000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,433500000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,196271170865.0,1209,12,Justicia y del derecho,Nación,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,247000000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",14314500000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,3392500000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,13850000000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,3167000000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,500000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",191705562500.0,1313,13,Hacienda,Superintendencia financiera de colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,300000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,3000000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,119049493078.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",14632506922.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,27596500000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,22977000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,8803000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,4800000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",12300000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,10500000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,6444000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,1500000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,950000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,19739000000.0,1510,15,Defensa y policía,Club militar de oficiales,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,19242000000.0,1510,15,Defensa y policía,Club militar de oficiales,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1699000000.0,1510,15,Defensa y policía,Club militar de oficiales,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,129541880395.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",17242119605.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,12684000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,39200000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,66658000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,227054000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",988000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,84154000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,18052000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",12244000000.0,1516,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1831000000.0,1516,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,251843000000.0,1519,15,Defensa y policía,Hospital militar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3601000000.0,1519,15,Defensa y policía,Hospital militar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,10172900000.0,1519,15,Defensa y policía,Hospital militar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,201267000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,796689000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,18991000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,38463300000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,2000000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,2656000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,27414000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,55000000.0,1713,17,Agricultura y desarrollo rural,Incoder,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,1397000000.0,1713,17,Agricultura y desarrollo rural,Incoder,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,27606196999.0,1713,17,Agricultura y desarrollo rural,Incoder,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,2732300000.0,1715,17,Agricultura y desarrollo rural,Autoridad nacional de acuicultura y pesca - aunap,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,488800000.0,1715,17,Agricultura y desarrollo rural,Autoridad nacional de acuicultura y pesca - aunap,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,2855564000.0,1903,19,Salud y protección social,Instituto nacional de salud (ins),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1135160000.0,1903,19,Salud y protección social,Instituto nacional de salud (ins),2014
